ID,EXPERIMENT_NAME,SAMPLE_NAME,TIME,BIO_REP,TEC_REP,TSS_BIOMASS_G,TSS_g/L,VSS_BIOMASS_G,VSS_g/L,TSS_%,VSS_%
CH231200,RM,+EPS,12,3,1,0.004799999999999999,0.3199999999999999,0.00013043478260870052,0.008695652173913368,97.28260869565207,2.7173913043479283
CH231202,RM,-EPS,12,1,1,0.0050000000000000044,0.33333333333333365,0.000630434782608701,0.04202898550724673,87.391304347826,12.608695652174006
CH231201,RM,-EPS,12,2,1,0.0032999999999999974,0.2199999999999998,0.00043043478260869523,0.028695652173913018,86.95652173913044,13.043478260869565
CH231200,RM,-EPS,12,3,1,0.003799999999999998,0.2533333333333332,0.0,0.0,100.0,0.0
CH231202,RM,AT,12,1,1,0.004799999999999999,0.3199999999999999,0.0007304347826087038,0.04869565217391359,84.782608695652,15.217391304348002
CH231201,RM,AT,12,2,1,0.004299999999999998,0.28666666666666657,0.0010304347826086985,0.06869565217391324,76.03640040444887,23.963599595551138
CH231200,RM,AT,12,3,1,0.0032999999999999974,0.2199999999999998,0.0009304347826086957,0.06202898550724638,71.80500658761525,28.194993412384743
CH231202,RM,Control,12,1,1,0.009599999999999997,0.6399999999999998,0.0007304347826087038,0.04869565217391359,92.391304347826,7.608695652174001
CH231201,RM,Control,12,2,1,0.012899999999999995,0.8599999999999997,0.0009304347826086957,0.06202898550724638,92.78732726659925,7.212672733400745
CH231200,RM,Control,12,3,1,0.012999999999999998,0.8666666666666665,0.00033043478260870625,0.022028985507247086,97.45819397993303,2.541806020066972
CH231202,RM,ET,12,1,1,0.0040000000000000036,0.2666666666666669,0.0009304347826086957,0.06202898550724638,76.73913043478262,23.260869565217373
CH231201,RM,ET,12,2,1,0.0011999999999999927,0.07999999999999952,0.0006304347826086871,0.042028985507245806,47.46376811594243,52.53623188405757
CH231200,RM,ET,12,3,1,0.00180000000000001,0.12000000000000066,0.0005304347826086981,0.03536231884057987,70.5314009661836,29.4685990338164
CH231202,RM,+EPS,24,1,1,0.006499999999999992,0.4333333333333328,0.0005304347826086981,0.03536231884057987,91.83946488294309,8.160535117056904
CH231201,RM,+EPS,24,2,1,0.003600000000000006,0.24000000000000038,3.0434782608697655e-05,0.0020289855072465105,99.15458937198062,0.845410628019378
CH231200,RM,+EPS,24,3,1,0.007000000000000006,0.4666666666666671,0.00013043478260870052,0.008695652173913368,98.13664596273286,1.8633540372671484
CH231202,RM,-EPS,24,1,1,0.006199999999999997,0.41333333333333316,0.0006304347826086871,0.042028985507245806,89.8316970546986,10.16830294530141
CH231201,RM,-EPS,24,2,1,0.004299999999999998,0.28666666666666657,0.00033043478260869237,0.02202898550724616,92.31547017189087,7.684529828109128
CH231200,RM,-EPS,24,3,1,0.005299999999999999,0.3533333333333333,0.00033043478260870625,0.022028985507247086,93.76538146021309,6.234618539786911
CH231202,RM,AT,24,1,1,0.00399999999999999,0.266666666666666,0.00043043478260869523,0.028695652173913018,89.2391304347826,10.760869565217408
CH231201,RM,AT,24,2,1,0.002600000000000005,0.17333333333333367,0.0007304347826087038,0.04869565217391359,71.90635451504991,28.09364548495009
CH231200,RM,AT,24,3,1,0.002699999999999994,0.1799999999999996,0.00033043478260869237,0.02202898550724616,87.76167471819656,12.238325281803448
CH231202,RM,Control,24,1,1,0.01079999999999999,0.7199999999999994,0.0010304347826086985,0.06869565217391324,90.4589371980676,9.541062801932403
CH231201,RM,Control,24,2,1,0.011800000000000005,0.786666666666667,0.0005304347826086981,0.03536231884057987,95.50478997789239,4.49521002210761
CH231200,RM,Control,24,3,1,0.013899999999999996,0.9266666666666663,0.0009304347826086957,0.06202898550724638,93.30622458554895,6.69377541445105
CH231202,RM,ET,24,1,1,0.004799999999999999,0.3199999999999999,0.0009304347826086957,0.06202898550724638,80.6159420289855,19.3840579710145
CH231201,RM,ET,24,2,1,0.0016000000000000042,0.10666666666666695,0.00043043478260869523,0.028695652173913018,73.09782608695662,26.90217391304338
CH231200,RM,ET,24,3,1,0.0038000000000000117,0.2533333333333341,0.0008304347826087067,0.055362318840580446,78.14645308924463,21.853546910755377
CH231202,RM,+EPS,48,1,1,0.007400000000000004,0.49333333333333357,0.0004304347826087091,0.02869565217391394,94.18331374853096,5.816686251469039
CH231201,RM,+EPS,48,2,1,0.004899999999999988,0.3266666666666659,0.00013043478260868664,0.008695652173912443,97.33806566104721,2.661934338952795
CH231200,RM,+EPS,48,3,1,0.007800000000000001,0.52,0.0009304347826086957,0.06202898550724638,88.07134894091416,11.928651059085842
CH231202,RM,-EPS,48,1,1,0.0068000000000000005,0.45333333333333337,0.0005304347826086981,0.03536231884057987,92.19948849104856,7.800511508951442
CH231201,RM,-EPS,48,2,1,0.0058,0.3866666666666666,0.0005304347826086981,0.03536231884057987,90.85457271364314,9.145427286356865
CH231200,RM,-EPS,48,3,1,0.0068000000000000005,0.45333333333333337,0.0012304347826087043,0.08202898550724695,81.90537084398964,18.094629156010356
CH231202,RM,AT,48,1,1,0.003799999999999998,0.2533333333333332,0.0005304347826086981,0.03536231884057987,86.04118993135005,13.958810068649957
CH231201,RM,AT,48,2,1,0.0031000000000000055,0.20666666666666703,0.00023043478260870338,0.015362318840580227,92.56661991584829,7.43338008415171
CH231200,RM,AT,48,3,1,0.002699999999999994,0.1799999999999996,0.00073043478260869,0.04869565217391267,72.94685990338179,27.053140096618204
CH231202,RM,Control,48,1,1,0.010300000000000004,0.6866666666666669,0.0004304347826087091,0.02869565217391394,95.82102152807079,4.178978471929214
CH231201,RM,Control,48,2,1,0.011400000000000007,0.7600000000000005,0.00043043478260869523,0.028695652173913018,96.22425629290619,3.775743707093816
CH231200,RM,Control,48,3,1,0.014100000000000001,0.9400000000000001,0.0011304347826087014,0.07536231884058009,91.98273203823616,8.017267961763839
CH231202,RM,ET,48,1,1,0.0068000000000000005,0.45333333333333337,0.0014304347826086961,0.09536231884057973,78.96419437340153,21.03580562659847
CH231201,RM,ET,48,2,1,0.002699999999999994,0.1799999999999996,3.0434782608697655e-05,0.0020289855072465105,98.87278582930749,1.1272141706925083
CH231200,RM,ET,48,3,1,0.006199999999999997,0.41333333333333316,0.0011304347826087014,0.07536231884058009,81.7671809256661,18.2328190743339
CH230130,SC,A.obliquus,0,1,1,0.0023999999999999994,0.23999999999999994,0.0,0.0,100.0,0.0
CH230130,SC,A.obliquus,0,1,2,0.001899999999999999,0.1899999999999999,0.0,0.0,100.0,0.0
CH230130,SC,A.obliquus,0,1,3,0.0021999999999999936,0.21999999999999936,0.0005304347826086981,0.05304347826086981,75.88932806324092,24.110671936759072
CH230130,SC,Algaemix,0,1,1,0.019100000000000006,1.9100000000000006,0.0016304347826087019,0.16304347826087018,91.46369223765078,8.536307762349221
CH230130,SC,Algaemix,0,1,2,0.019000000000000003,1.9000000000000001,0.001530434782608699,0.1530434782608699,91.94508009153316,8.054919908466836
CH230130,SC,Algaemix,0,1,3,0.018799999999999997,1.8799999999999997,0.0013304347826086933,0.13304347826086935,92.92321924144312,7.076780758556882
CH230130,SC,C.reinhardtii,0,1,1,0.0021999999999999936,0.21999999999999936,0.0,0.0,100.0,0.0
CH230130,SC,C.reinhardtii,0,1,2,0.0023999999999999994,0.23999999999999994,0.00023043478260870338,0.02304347826087034,90.39855072463736,9.601449275362643
CH230130,SC,C.reinhardtii,0,1,3,0.0023000000000000104,0.23000000000000104,0.0,0.0,100.0,0.0
CH230130,SC,E.texensis,0,1,1,0.008800000000000002,0.8800000000000002,0.00033043478260869237,0.03304347826086924,96.24505928853759,3.754940711462412
CH230130,SC,E.texensis,0,1,2,0.0076000000000000095,0.7600000000000009,0.00023043478260870338,0.02304347826087034,96.96796338672759,3.0320366132724095
CH230130,SC,E.texensis,0,1,3,0.007300000000000001,0.7300000000000001,0.0008304347826087067,0.08304347826087066,88.62418106015471,11.375818939845296
CH230130,SC,T.albertanoae,0,1,1,0.004100000000000006,0.41000000000000064,0.0007304347826087038,0.07304347826087039,82.18451749734871,17.815482502651285
CH230130,SC,T.albertanoae,0,1,2,0.004199999999999995,0.41999999999999954,0.0011304347826087014,0.11304347826087013,73.08488612836422,26.915113871635775
CH230130,SC,T.albertanoae,0,1,3,0.004100000000000006,0.41000000000000064,0.0010304347826086985,0.10304347826086985,74.86744432661715,25.13255567338285
CH230708,ST,0.75,0,1,1,0.02579999999999999,1.2899999999999996,0.0012304347826086904,0.061521739130434516,95.23087293562523,4.7691270643747705
CH230800,ST,0.75,0,2,1,0.0165,1.1,0.0009304347826086957,0.06202898550724638,94.36100131752306,5.638998682476943
CH230905,ST,0.75,0,3,1,0.019299999999999998,1.2866666666666664,0.0009304347826086957,0.06202898550724638,95.17909439062852,4.820905609371481
CH230708,ST,1.5,0,1,1,0.02579999999999999,1.2899999999999996,0.0012304347826086904,0.061521739130434516,95.23087293562523,4.7691270643747705
CH230800,ST,1.5,0,2,1,0.0165,1.1,0.0009304347826086957,0.06202898550724638,94.36100131752306,5.638998682476943
CH230905,ST,1.5,0,3,1,0.019299999999999998,1.2866666666666664,0.0009304347826086957,0.06202898550724638,95.17909439062852,4.820905609371481
CH230708,ST,15,0,1,1,0.02579999999999999,1.2899999999999996,0.0012304347826086904,0.061521739130434516,95.23087293562523,4.7691270643747705
CH230800,ST,15,0,2,1,0.0165,1.1,0.0009304347826086957,0.06202898550724638,94.36100131752306,5.638998682476943
CH230905,ST,15,0,3,1,0.019299999999999998,1.2866666666666664,0.0009304347826086957,0.06202898550724638,95.17909439062852,4.820905609371481
CH230708,ST,35,0,1,1,0.02579999999999999,1.2899999999999996,0.0012304347826086904,0.061521739130434516,95.23087293562523,4.7691270643747705
CH230800,ST,35,0,2,1,0.0165,1.1,0.0009304347826086957,0.06202898550724638,94.36100131752306,5.638998682476943
CH230905,ST,35,0,3,1,0.019299999999999998,1.2866666666666664,0.0009304347826086957,0.06202898550724638,95.17909439062852,4.820905609371481
CH230708,ST,Control,0,1,1,0.02579999999999999,1.2899999999999996,0.0012304347826086904,0.061521739130434516,95.23087293562523,4.7691270643747705
CH230800,ST,Control,0,2,1,0.0165,1.1,0.0009304347826086957,0.06202898550724638,94.36100131752306,5.638998682476943
CH230905,ST,Control,0,3,1,0.019299999999999998,1.2866666666666664,0.0009304347826086957,0.06202898550724638,95.17909439062852,4.820905609371481
CH230708,ST,0.75,12,1,1,0.017699999999999994,1.1799999999999997,0.0008304347826086928,0.055362318840579516,95.30827806435767,4.691721935642333
CH230800,ST,0.75,12,2,1,0.0208,1.3866666666666667,0.0012304347826087043,0.08202898550724695,94.08444816053508,5.915551839464924
CH230905,ST,0.75,12,3,1,0.022400000000000003,1.4933333333333334,0.0014304347826086961,0.09536231884057973,93.61413043478261,6.385869565217392
CH230708,ST,1.5,12,1,1,0.01970000000000001,1.313333333333334,0.0019304347826087104,0.12869565217391404,90.20083866696086,9.799161333039136
CH230800,ST,1.5,12,2,1,0.0213,1.42,0.0025304347826087,0.16869565217391333,88.12002449479483,11.879975505205165
CH230905,ST,1.5,12,3,1,0.02189999999999999,1.4599999999999993,0.0017304347826086908,0.11536231884057939,92.09847131228908,7.901528687710921
CH230708,ST,15,12,1,1,0.014399999999999996,0.9599999999999997,0.0008304347826086928,0.055362318840579516,94.23309178743963,5.7669082125603675
CH230800,ST,15,12,2,1,0.0242,1.6133333333333333,0.006230434782608709,0.41536231884058056,74.2544017247574,25.7455982752426
CH230905,ST,15,12,3,1,0.02529999999999999,1.6866666666666659,0.005030434782608688,0.3353623188405792,80.11685856676407,19.88314143323593
CH230708,ST,35,12,1,1,0.010200000000000015,0.680000000000001,0.0,0.0,100.0,0.0
CH230800,ST,35,12,2,1,0.022599999999999995,1.5066666666666664,0.0055304347826087025,0.3686956521739135,75.52904963447477,24.470950365525233
CH230905,ST,35,12,3,1,0.0291,1.9400000000000002,0.010530434782608693,0.7020289855072461,63.81293889137907,36.18706110862093
CH230708,ST,Control,12,1,1,0.0179,1.1933333333333334,0.00033043478260870625,0.022028985507247086,98.15399562788433,1.8460043721156776
CH230800,ST,Control,12,2,1,0.019699999999999995,1.313333333333333,0.0008304347826086928,0.055362318840579516,95.78459501213861,4.215404987861385
CH230905,ST,Control,12,3,1,0.019000000000000003,1.2666666666666668,0.00073043478260869,0.04869565217391267,96.15560640732268,3.844393592677316
CH230708,ST,0.75,24,1,1,0.021999999999999992,1.4666666666666661,0.002630434782608689,0.17536231884057926,88.04347826086959,11.956521739130409
CH230800,ST,0.75,24,2,1,0.020000000000000004,1.3333333333333335,0.0010304347826086985,0.06869565217391324,94.8478260869565,5.152173913043493
CH230905,ST,0.75,24,3,1,0.0218,1.4533333333333334,0.001530434782608699,0.10202898550724661,92.97965696051055,7.020343039489445
CH230708,ST,1.5,24,1,1,0.027700000000000016,1.8466666666666678,0.009330434782608714,0.6220289855072476,66.31611991838011,33.68388008161989
CH230800,ST,1.5,24,2,1,0.02120000000000001,1.413333333333334,0.0026304347826087027,0.17536231884058018,87.5922887612797,12.40771123872029
CH230905,ST,1.5,24,3,1,0.023599999999999996,1.573333333333333,0.003430434782608698,0.2286956521739132,85.46425939572585,14.535740604274148
CH230708,ST,15,24,1,1,0.01849999999999999,1.2333333333333325,0.0,0.0,100.0,0.0
CH230800,ST,15,24,2,1,0.027399999999999994,1.8266666666666662,0.007830434782608699,0.5220289855072465,71.4217708663916,28.578229133608396
CH230905,ST,15,24,3,1,0.026499999999999982,1.7666666666666655,0.006730434782608695,0.448695652173913,74.60213289581623,25.397867104183767
CH230708,ST,35,24,1,1,0.021300000000000027,1.4200000000000017,0.004630434782608718,0.30869565217391454,78.26086956521732,21.739130434782687
CH230800,ST,35,24,2,1,0.027100000000000013,1.8066666666666675,0.008030434782608705,0.5353623188405803,70.36739932616716,29.632600673832844
CH230905,ST,35,24,3,1,0.029399999999999996,1.9599999999999995,0.01093043478260869,0.7286956521739127,62.82165039929016,37.17834960070984
CH230708,ST,Control,24,1,1,0.02070000000000001,1.3800000000000006,0.00143043478260871,0.09536231884058068,93.08968704053764,6.910312959462366
CH230800,ST,Control,24,2,1,0.020000000000000004,1.3333333333333335,0.000630434782608701,0.04202898550724673,96.8478260869565,3.1521739130435042
CH230905,ST,Control,24,3,1,0.019699999999999995,1.313333333333333,0.00073043478260869,0.04869565217391267,96.29220922533659,3.707790774663402
CH230708,ST,0.75,48,1,1,0.021699999999999997,1.4466666666666663,0.001630434782608688,0.10869565217391253,92.48647565618116,7.51352434381884
CH230800,ST,0.75,48,2,1,0.025800000000000003,1.7200000000000002,0.0009304347826086957,0.06202898550724638,96.39366363329962,3.6063363667003703
CH230905,ST,0.75,48,3,1,0.020500000000000004,1.366666666666667,0.0012304347826087043,0.08202898550724695,93.99787910922583,6.002120890774166
CH230708,ST,1.5,48,1,1,0.022699999999999998,1.5133333333333332,0.0019304347826086966,0.1286956521739131,91.49588201493967,8.504117985060338
CH230800,ST,1.5,48,2,1,0.023000000000000007,1.5333333333333339,0.0025304347826087,0.16869565217391333,88.99810964083174,11.001890359168257
CH230905,ST,1.5,48,3,1,0.0213,1.42,0.0021304347826086884,0.1420289855072459,89.99795876709535,10.002041232904642
CH230708,ST,15,48,1,1,0.023299999999999987,1.5533333333333326,0.00413043478260869,0.2753623188405793,82.27281209180819,17.72718790819181
CH230800,ST,15,48,2,1,0.024800000000000003,1.6533333333333335,0.0075304347826086904,0.5020289855072461,69.63534361851335,30.364656381486654
CH230905,ST,15,48,3,1,0.023299999999999987,1.5533333333333326,0.003530434782608687,0.23536231884057912,84.84791938794554,15.152080612054458
CH230708,ST,35,48,1,1,0.02170000000000001,1.4466666666666674,0.004130434782608718,0.2753623188405812,80.96573832899209,19.034261671007908
CH230800,ST,35,48,2,1,0.026700000000000015,1.780000000000001,0.009030434782608706,0.602028985507247,66.17814688161536,33.821853118384645
CH230905,ST,35,48,3,1,0.027499999999999997,1.833333333333333,0.008530434782608691,0.5686956521739128,68.9802371541502,31.019762845849797
CH230708,ST,Control,48,1,1,0.020500000000000004,1.366666666666667,0.0008304347826087067,0.055362318840580446,95.94909862142094,4.050901378579056
CH230800,ST,Control,48,2,1,0.0199,1.3266666666666667,0.00043043478260869523,0.028695652173913018,97.83701114266987,2.1629888573301272
CH230905,ST,Control,48,3,1,0.0184,1.2266666666666668,3.0434782608697655e-05,0.0020289855072465105,99.83459357277881,0.1654064272211829
CH230726,TT,15,0,1,1,0.01440000000000001,0.9600000000000006,0.0008304347826087067,0.055362318840580446,94.23309178743955,5.766908212560459
CH230809,TT,15,0,2,1,0.010599999999999998,0.7066666666666666,0.000630434782608701,0.04202898550724673,94.0525020508613,5.947497949138689
CH230912,TT,15,0,3,1,0.011799999999999991,0.7866666666666661,0.0005304347826086981,0.03536231884057987,95.50478997789239,4.4952100221076146
CH230726,TT,35,0,1,1,0.01440000000000001,0.9600000000000006,0.0008304347826087067,0.055362318840580446,94.23309178743955,5.766908212560459
CH230809,TT,35,0,2,1,0.010599999999999998,0.7066666666666666,0.000630434782608701,0.04202898550724673,94.0525020508613,5.947497949138689
CH230912,TT,35,0,3,1,0.011799999999999991,0.7866666666666661,0.0005304347826086981,0.03536231884057987,95.50478997789239,4.4952100221076146
CH230726,TT,45,0,1,1,0.01440000000000001,0.9600000000000006,0.0008304347826087067,0.055362318840580446,94.23309178743955,5.766908212560459
CH230809,TT,45,0,2,1,0.010599999999999998,0.7066666666666666,0.000630434782608701,0.04202898550724673,94.0525020508613,5.947497949138689
CH230912,TT,45,0,3,1,0.011799999999999991,0.7866666666666661,0.0005304347826086981,0.03536231884057987,95.50478997789239,4.4952100221076146
CH230726,TT,5,0,1,1,0.01440000000000001,0.9600000000000006,0.0008304347826087067,0.055362318840580446,94.23309178743955,5.766908212560459
CH230809,TT,5,0,2,1,0.010599999999999998,0.7066666666666666,0.000630434782608701,0.04202898550724673,94.0525020508613,5.947497949138689
CH230912,TT,5,0,3,1,0.011799999999999991,0.7866666666666661,0.0005304347826086981,0.03536231884057987,95.50478997789239,4.4952100221076146
CH230726,TT,Control,0,1,1,0.01440000000000001,0.9600000000000006,0.0008304347826087067,0.055362318840580446,94.23309178743955,5.766908212560459
CH230809,TT,Control,0,2,1,0.010599999999999998,0.7066666666666666,0.000630434782608701,0.04202898550724673,94.0525020508613,5.947497949138689
CH230912,TT,Control,0,3,1,0.011799999999999991,0.7866666666666661,0.0005304347826086981,0.03536231884057987,95.50478997789239,4.4952100221076146
CH230726,TT,15,12,1,1,0.013800000000000007,0.9200000000000005,0.000630434782608701,0.04202898550724673,95.43163201008188,4.56836798991812
CH230809,TT,15,12,2,1,0.012400000000000008,0.8266666666666672,0.0,0.0,100.0,0.0
CH230912,TT,15,12,3,1,0.01440000000000001,0.9600000000000006,0.0008304347826087067,0.055362318840580446,94.23309178743955,5.766908212560459
CH230726,TT,35,12,1,1,0.016299999999999995,1.0866666666666664,0.0008304347826086928,0.055362318840579516,94.90530808215526,5.094691917844742
CH230809,TT,35,12,2,1,0.013899999999999996,0.9266666666666663,0.0,0.0,100.0,0.0
CH230912,TT,35,12,3,1,0.016299999999999995,1.0866666666666664,0.0010304347826086985,0.06869565217391324,93.67831421712455,6.321685782875452
CH230726,TT,45,12,1,1,0.011800000000000005,0.786666666666667,0.00043043478260869523,0.028695652173913018,96.35224760501106,3.6477523949889417
CH230809,TT,45,12,2,1,0.0131,0.8733333333333334,0.00043043478260869523,0.028695652173913018,96.71423830069698,3.285761699303017
CH230912,TT,45,12,3,1,0.013800000000000007,0.9200000000000005,0.0009304347826086957,0.06202898550724638,93.25771896660366,6.742281033396343
CH230726,TT,5,12,1,1,0.015,1.0,0.0007304347826087038,0.04869565217391359,95.13043478260865,4.869565217391359
CH230809,TT,5,12,2,1,0.012899999999999995,0.8599999999999997,0.00043043478260869523,0.028695652173913018,96.66329625884732,3.336703741152678
CH230912,TT,5,12,3,1,0.013600000000000001,0.9066666666666667,0.0008304347826087067,0.055362318840580446,93.89386189258303,6.10613810741696
CH230726,TT,Control,12,1,1,0.0169,1.1266666666666667,0.0008304347826086928,0.055362318840579516,95.08618471829176,4.91381528170824
CH230809,TT,Control,12,2,1,0.013200000000000003,0.8800000000000002,0.00023043478260870338,0.015362318840580227,98.25428194993407,1.7457180500659344
CH230912,TT,Control,12,3,1,0.015100000000000002,1.0066666666666668,0.0008304347826087067,0.055362318840580446,94.5004319032536,5.499568096746401
CH230726,TT,15,24,1,1,0.016399999999999998,1.093333333333333,0.000630434782608701,0.04202898550724673,96.15588547189816,3.844114528101836
CH230809,TT,15,24,2,1,0.012499999999999997,0.8333333333333331,3.0434782608697655e-05,0.0020289855072465105,99.75652173913042,0.24347826086958133
CH230912,TT,15,24,3,1,0.01490000000000001,0.9933333333333342,0.0009304347826087096,0.062028985507247295,93.75547125765968,6.244528742340327
CH230726,TT,35,24,1,1,0.01709999999999999,1.1399999999999992,0.00073043478260869,0.04869565217391267,95.72845156369186,4.271548436308131
CH230809,TT,35,24,2,1,0.014499999999999999,0.9666666666666666,0.0005304347826086981,0.03536231884057987,96.34182908545725,3.6581709145427457
CH230912,TT,35,24,3,1,0.014799999999999994,0.9866666666666662,0.0012304347826086904,0.08202898550724602,91.68625146886019,8.313748531139803
CH230726,TT,45,24,1,1,0.011499999999999996,0.7666666666666665,0.00033043478260869237,0.02202898550724616,97.12665406427224,2.8733459357277606
CH230809,TT,45,24,2,1,0.0121,0.8066666666666666,0.0,0.0,100.0,0.0
CH230912,TT,45,24,3,1,0.013400000000000009,0.893333333333334,0.0010304347826086985,0.06869565217391324,92.31018818948733,7.68981181051267
CH230726,TT,5,24,1,1,0.014899999999999997,0.9933333333333331,0.000630434782608701,0.04202898550724673,95.76889407645167,4.23110592354833
CH230809,TT,5,24,2,1,0.01129999999999999,0.7533333333333327,0.0002304347826086895,0.0153623188405793,97.96075413620629,2.039245863793714
CH230912,TT,5,24,3,1,0.014799999999999994,0.9866666666666662,0.0010304347826086985,0.06869565217391324,93.03760282021149,6.962397179788507
CH230726,TT,Control,24,1,1,0.01830000000000001,1.2200000000000009,0.000630434782608701,0.04202898550724673,96.5550011879306,3.444998812069402
CH230809,TT,Control,24,2,1,0.014899999999999997,0.9933333333333331,0.000630434782608701,0.04202898550724673,95.76889407645167,4.23110592354833
CH230912,TT,Control,24,3,1,0.015600000000000003,1.04,0.0010304347826086985,0.06869565217391324,93.39464882943142,6.605351170568581
CH230726,TT,15,48,1,1,0.017200000000000007,1.1466666666666672,0.000630434782608701,0.04202898550724673,96.33468149646104,3.6653185035389573
CH230809,TT,15,48,2,1,0.012900000000000009,0.8600000000000007,0.000630434782608701,0.04202898550724673,95.11290866194805,4.887091338051942
CH230912,TT,15,48,3,1,0.015100000000000002,1.0066666666666668,0.0009304347826086957,0.06202898550724638,93.83818024762454,6.161819752375467
CH230726,TT,35,48,1,1,0.017600000000000005,1.1733333333333338,0.0008304347826087067,0.055362318840580446,95.28162055335963,4.718379446640377
CH230809,TT,35,48,2,1,0.014200000000000004,0.946666666666667,0.0007304347826087038,0.04869565217391359,94.8560930802204,5.143906919779603
CH230912,TT,35,48,3,1,0.014499999999999999,0.9666666666666666,0.0007304347826087038,0.04869565217391359,94.96251874062963,5.037481259370372
CH230726,TT,45,48,1,1,0.009400000000000006,0.626666666666667,0.00033043478260870625,0.022028985507247086,96.48473635522653,3.515263644773469
CH230809,TT,45,48,2,1,0.0102,0.68,0.0005304347826086981,0.03536231884057987,94.79965899403237,5.200341005967628
CH230912,TT,45,48,3,1,0.010599999999999998,0.7066666666666666,0.0005304347826086981,0.03536231884057987,94.99589827727644,5.004101722723568
CH230726,TT,5,48,1,1,0.013700000000000004,0.9133333333333336,0.00023043478260870338,0.015362318840580227,98.31799428752771,1.6820057124722871
CH230809,TT,5,48,2,1,0.014499999999999999,0.9666666666666666,0.0009304347826086957,0.06202898550724638,93.5832083958021,6.416791604197902
CH230912,TT,5,48,3,1,0.014000000000000012,0.9333333333333342,0.0008304347826087067,0.055362318840580446,94.06832298136639,5.931677018633613
CH230726,TT,Control,48,1,1,0.017700000000000007,1.1800000000000006,0.0007304347826087038,0.04869565217391359,95.87324981577004,4.126750184229963
CH230809,TT,Control,48,2,1,0.0155,1.0333333333333334,0.00073043478260869,0.04869565217391267,95.28751753155684,4.712482468443161
CH230912,TT,Control,48,3,1,0.015100000000000002,1.0066666666666668,0.0010304347826086985,0.06869565217391324,93.17592859199537,6.824071408004626
